1500_finish_s,3000_finish_s,5000_finish_s,mile1_s,mile2_s,mile3_s
214.31,465.14,1778.4,577.1,565.0,561.3
214.31,465.15,1841.6,598.1,589.7,582.7
214.31,465.16,1837.9,593.4,581.9,597.8
214.31,465.16,1844.6,539.3,620.6,610.7
214.31,465.17,1858.0,629.2,577.4,578.4
214.31,465.17,1842.0,600.9,602.4,588.1
214.31,465.17,1849.4,603.2,618.3,577.3
214.31,465.19,1882.3,595.3,599.2,612.2
214.31,465.19,1885.0,595.1,589.1,617.5
214.32,465.2,1901.3,632.9,612.9,600.2
214.32,465.2,1942.6,613.1,606.4,652.9
214.32,465.2,1964.5,633.4,623.2,649.9
214.32,465.2,1992.9,652.0,635.8,630.2
214.32,465.2,2001.2,618.8,659.7,641.1
214.32,465.2,2000.5,636.8,638.4,658.9
214.32,465.2,1984.0,634.0,626.3,662.5
214.32,465.2,1989.7,627.6,634.7,665.2
214.32,465.21,2007.8,641.3,679.9,622.3
214.32,465.21,2008.4,648.5,669.8,639.2
214.32,465.22,2011.9,626.5,657.7,681.1
214.32,465.22,2045.6,663.1,643.6,672.7
214.32,465.22,2046.4,653.6,691.1,632.4
214.32,465.22,2051.9,672.2,647.4,658.2
214.32,465.22,2052.9,646.4,661.8,682.6
214.33,465.23,2085.9,665.0,650.4,693.8
214.33,465.23,2097.7,685.7,680.6,663.2
214.33,465.24,2125.4,678.1,686.0,676.4
214.33,465.24,2151.2,691.0,698.3,701.4
214.33,465.24,2179.9,690.2,729.5,698.2
214.33,465.24,2193.3,767.6,725.3,622.2
214.33,465.25,2216.2,699.2,713.7,711.4
214.33,465.25,2209.8,706.0,730.6,698.6
214.33,465.25,2207.4,737.1,715.6,692.5
214.33,465.26,2217.9,723.5,731.1,686.3
214.33,465.26,2276.9,794.1,713.1,698.7
214.33,465.27,2275.1,722.9,735.1,749.8
214.34,465.27,2298.7,706.2,771.2,742.7
214.34,465.28,2295.1,752.4,737.4,741.7
214.34,465.28,2627.3,904.1,843.3,795.3
214.34,465.28,2739.2,888.3,886.0,865.1
214.34,465.29,2743.7,887.3,915.4,861.5
214.34,465.29,2844.3,887.5,928.1,916.3
214.34,465.3,2834.0,924.6,904.4,917.7
214.34,465.3,2835.7,894.2,942.5,925.5
214.34,465.3,2846.1,876.4,882.6,987.1
214.34,465.3,2963.4,954.6,948.7,958.4
214.34,465.3,2940.7,873.7,956.8,1032.9
214.34,465.3,3124.8,1023.9,1071.6,938.2
214.35,465.31,3248.9,947.4,1048.8,1160.5
214.35,465.31,3290.0,1121.2,1054.4,998.7
214.35,465.32,3568.3,1127.7,1143.9,1196.8
214.35,465.32,3678.4,1178.1,1159.9,1202.5
214.35,465.32,3723.3,1174.8,1220.3,1214.8
214.35,465.33,3777.8,1283.2,1228.2,1166.1
214.35,465.33,3920.2,1214.8,1292.9,1280.6
214.35,465.33,3938.8,1297.3,1201.7,1275.7
214.35,465.34,3922.2,1260.2,1257.1,1248.5
214.35,465.34,1105.5,349.2,343.5,367.9
214.35,465.35,1098.2,352.0,362.3,348.7
214.35,465.35,1178.7,375.2,382.1,380.1
214.35,465.35,1203.9,374.1,392.2,382.0
214.35,465.35,1236.6,408.5,415.7,372.4
214.36,465.36,1241.2,420.9,390.4,399.9
214.36,465.36,1287.3,432.9,406.4,400.5
214.36,465.36,1332.8,411.1,450.4,424.9
214.36,465.36,1360.5,422.3,438.8,458.8
214.36,465.37,1378.0,425.1,485.6,426.2
214.36,465.37,1417.4,467.8,472.9,422.4
214.36,465.37,1445.6,484.5,472.0,443.0
214.36,465.38,1449.8,457.9,480.9,479.7
214.36,465.39,1481.4,485.8,475.4,478.2
214.36,465.39,1488.6,493.4,461.5,481.0
214.36,465.39,1502.9,460.0,479.6,505.1
214.36,465.4,1519.9,467.7,514.4,478.5
214.36,465.4,1520.7,475.3,490.9,507.7
214.37,465.4,1582.7,511.0,522.5,484.9
214.37,465.4,1617.2,512.1,528.2,521.9
214.37,465.4,1701.5,557.8,533.3,546.1
214.37,465.4,1691.0,565.3,529.7,534.3
214.37,465.4,1696.7,536.2,528.9,577.2
214.37,465.4,1730.5,546.6,564.3,546.5
214.37,465.4,1704.8,581.0,550.2,530.4
214.37,465.4,1776.5,570.3,569.6,597.9
214.37,465.4,1814.9,597.2,564.0,591.4
214.37,465.41,1823.0,589.7,581.0,578.2
214.37,465.41,1855.5,557.9,629.5,607.7
214.37,465.41,1872.4,585.8,640.0,592.8
214.37,465.41,1883.2,609.7,624.7,610.7
214.37,465.41,1918.4,608.7,626.7,616.8
214.37,465.42,1970.3,681.9,633.3,586.2
214.37,465.42,2010.4,574.5,689.6,689.6
214.38,465.43,2044.4,661.9,675.7,654.2
214.38,465.43,2055.6,695.0,698.1,604.5
214.38,465.44,2155.9,720.8,675.3,697.6
214.38,465.44,2207.9,664.4,731.2,738.2
214.38,465.44,2214.0,705.1,734.9,699.4
214.38,465.45,2260.9,728.7,725.1,746.9
214.38,465.45,2330.1,716.1,784.0,751.1
214.38,465.45,2336.9,783.2,767.3,699.5
214.38,465.45,2379.2,846.4,748.3,713.8
214.39,465.45,2470.1,803.7,800.3,803.9
214.39,465.46,2526.7,787.8,824.5,850.3
214.39,465.46,2742.4,826.2,860.7,953.5
214.39,465.46,3108.2,1006.9,968.3,1003.0
214.39,465.46,3683.6,1207.1,1175.3,1178.2
214.39,465.47,4024.5,1399.2,1217.5,1270.2
214.39,465.47,1331.7,437.3,418.1,421.7
214.39,465.47,1374.6,435.2,467.3,433.0
214.39,465.48,1379.4,454.1,451.4,434.8
214.39,465.49,1380.8,439.1,455.9,444.5
214.39,465.49,1474.1,464.6,492.5,468.4
214.39,465.5,1473.9,499.2,509.7,433.5
214.39,465.5,1506.0,502.6,472.2,486.4
214.4,465.5,1545.8,517.6,496.3,479.4
214.4,465.5,1547.9,533.1,500.0,469.9
214.4,465.5,1545.7,501.3,520.9,466.5
214.4,465.5,1565.6,500.0,508.4,511.5
214.4,465.5,1565.5,501.3,528.2,493.6
214.4,465.5,1589.0,518.8,501.0,513.8
214.4,465.5,1582.6,514.8,523.5,498.7
214.4,465.51,1607.8,532.3,526.2,480.7
214.4,465.51,1718.4,564.5,549.4,538.5
214.4,465.51,1911.1,604.3,606.1,630.6
214.4,465.52,1909.5,619.4,613.5,615.0
214.4,465.52,1966.4,681.0,638.9,579.7
214.4,465.52,2017.5,683.4,650.4,611.5
214.4,465.53,2029.3,662.1,664.9,636.9
214.4,465.53,2032.9,655.2,660.7,645.0
214.4,465.53,2032.2,690.4,659.9,615.9
214.4,465.53,2086.7,668.4,659.7,682.0
214.4,465.53,2052.2,678.7,674.0,627.1
214.41,465.55,2067.8,699.1,644.4,651.9
214.41,465.55,2068.7,670.7,634.3,686.2
214.41,465.55,2061.1,629.1,665.8,706.1
214.41,465.57,2130.8,672.1,705.7,669.6
214.41,465.57,2120.8,671.3,693.4,686.2
214.41,465.57,2127.7,710.5,631.3,699.1
214.41,465.58,2116.1,680.0,673.2,710.3
214.41,465.58,2187.8,692.0,714.0,706.6
214.41,465.58,2183.1,686.2,724.4,710.6
214.41,465.59,2232.6,719.2,719.3,715.2
214.41,465.59,2227.5,727.6,725.8,696.2
214.42,465.59,2262.6,732.3,704.6,755.9
214.42,465.59,2292.3,740.5,718.8,764.4
214.42,465.6,2383.1,799.3,769.3,748.1
214.42,465.6,2386.3,772.4,752.6,785.4
214.42,465.6,2400.4,792.8,798.5,723.9
214.42,465.6,2430.6,764.0,772.4,835.5
214.42,465.6,2448.2,742.5,770.2,842.2
214.43,465.6,2431.6,764.0,827.5,771.6
214.43,465.6,2472.7,821.3,785.0,779.2
214.43,465.61,2468.9,742.9,809.0,831.8
214.43,465.61,2470.0,783.9,816.2,793.0
214.43,465.61,2511.5,866.7,761.0,802.3
214.43,465.62,2548.1,771.6,842.8,858.5
214.43,465.63,2582.5,818.6,867.0,824.3
214.43,465.63,2668.6,854.4,878.3,853.9
214.43,465.63,2676.3,930.7,894.4,772.7
214.43,465.63,2718.5,875.6,897.7,834.6
214.43,465.64,2730.4,916.3,901.8,831.3
214.43,465.64,2749.1,918.0,860.2,872.1
214.43,465.64,2754.9,874.9,912.6,865.8
214.43,465.65,2759.6,890.9,893.2,873.3
214.43,465.65,2787.8,906.0,885.3,895.6
214.43,465.65,2772.9,900.5,905.9,861.2
214.44,465.66,2842.7,902.6,937.0,901.4
214.44,465.66,2842.9,877.2,910.7,951.2
214.44,465.67,2848.2,880.7,931.2,946.7
214.44,465.68,2858.9,944.8,928.4,881.1
214.44,465.68,2857.6,956.1,900.3,899.0
214.44,465.7,2916.3,962.8,931.2,900.5
214.44,465.7,2929.0,1007.3,965.7,861.2
214.44,465.7,2968.6,930.8,966.5,976.0
214.44,465.7,3081.0,990.0,1009.7,983.0
214.44,465.7,3101.3,1023.8,1002.1,978.1
214.44,465.7,3160.9,988.6,1073.0,988.1
214.44,465.7,3308.7,1048.4,1068.4,1084.0
214.44,465.71,3445.9,1088.2,1144.3,1104.0
214.44,465.72,3431.1,1157.4,1128.0,1059.5
214.45,465.73,3437.0,1115.6,1127.6,1107.2
214.45,465.73,3445.0,1041.1,1165.9,1139.6
214.45,465.74,3481.1,1085.6,1101.0,1185.9
214.45,465.74,3486.8,1154.4,1132.9,1069.9
214.45,465.75,3692.2,1165.0,1246.9,1151.2
214.45,465.75,3688.3,1186.3,1229.8,1172.0
214.45,465.75,4322.5,1385.7,1473.7,1322.6
214.45,465.75,4483.4,1376.8,1433.4,1509.7
214.45,465.76,4511.4,1440.3,1456.9,1459.3
214.45,465.76,4513.8,1466.0,1455.0,1471.0
214.45,465.76,3468.5,1092.1,1140.1,1112.6
214.46,465.76,4090.4,1287.7,1279.7,1399.4
214.46,465.76,4577.3,1493.9,1474.4,1452.6
214.46,465.77,4688.9,1566.5,1487.1,1486.3
214.46,465.77,4695.4,1541.1,1520.3,1469.2
214.46,465.77,5166.3,1659.9,1597.1,1738.7
214.46,465.77,5217.6,1573.0,1737.2,1703.5
214.46,465.78,5898.7,1826.2,1912.1,1965.7
214.46,465.78,5910.8,1800.1,1965.7,1941.1
214.46,465.78,6215.9,1983.2,2065.9,1965.5
214.46,465.78,6522.8,2070.7,2168.4,2072.2
214.46,465.78,6617.0,2080.5,2083.4,2204.6
214.46,465.79,6604.9,2119.3,2208.4,2037.8
214.47,465.79,6663.1,2276.4,2151.1,2028.6
214.47,465.8,6705.6,2048.7,2208.9,2241.8
214.47,465.8,6742.0,2225.6,2118.0,2209.6
214.47,465.8,6806.8,2279.6,2193.8,2145.8
214.47,465.8,7438.5,2397.8,2474.0,2290.3
214.47,465.8,7930.8,2562.5,2682.3,2412.8
214.47,465.8,7589.9,2429.4,2438.8,2476.6
214.47,465.8,8281.1,2756.2,2667.6,2606.2
214.47,465.8,8282.4,2535.5,2753.2,2698.9
214.47,465.81,8963.6,2952.8,2978.4,2751.9
214.47,465.81,9418.8,3013.6,3028.5,3013.1
214.47,465.81,9499.8,2999.5,3105.8,3059.5
214.47,465.82,9587.1,3020.3,3218.4,3055.3
214.47,465.82,10030.6,3111.8,3202.5,3346.7
214.47,465.82,10036.2,3170.7,3225.5,3283.7
214.48,465.82,10935.6,3569.4,3505.6,3476.5
214.48,465.82,10937.3,3626.5,3599.8,3371.9
214.48,465.83,10947.2,3660.4,3575.5,3402.6
214.48,465.83,11597.0,3819.0,3680.2,3692.9
214.48,465.84,11711.5,4123.1,3708.9,3532.4
214.48,465.84,11806.2,3890.5,3718.0,3824.8
214.48,465.85,11887.7,3688.4,3851.9,3954.0
214.48,465.85,12010.9,3519.1,3957.0,4180.4
214.48,465.85,12473.4,3890.3,3947.0,4184.0
214.49,465.86,12632.5,4078.3,4224.4,3929.8
214.49,465.86,12626.0,4260.0,4180.1,3756.1
214.49,465.87,12623.9,4232.7,3912.4,4007.6
214.49,465.87,13394.2,4481.2,4418.7,4064.6
214.49,465.87,14157.2,4078.8,4709.0,4904.9
214.49,465.88,14166.8,4427.6,4487.2,4754.3
214.49,465.88,14171.9,4602.8,4521.5,4619.5
214.49,465.88,14167.4,4427.6,4453.9,4847.2
214.49,465.89,14328.9,4632.8,4441.9,4817.1
214.49,465.89,14316.1,4633.0,4697.2,4561.0
214.49,465.89,14294.8,4455.7,4518.8,4829.1
214.49,465.89,14314.6,4409.1,4461.2,4876.5
214.49,465.9,14578.0,4684.5,4546.6,4930.7
214.5,465.9,17452.0,5793.1,5669.7,5381.6
214.5,465.9,19591.3,6448.0,6280.3,6240.5
214.5,465.9,23840.2,7582.2,7955.5,7557.2
214.5,465.9,23840.3,7712.8,7686.7,7788.5
214.5,465.9,1194.9,413.0,387.9,365.7
214.5,465.9,1201.6,390.4,388.6,386.5
214.5,465.9,1219.5,388.1,395.4,406.1
214.5,465.91,1323.1,419.9,446.3,427.6
214.5,465.91,1329.3,425.1,454.2,419.0
214.5,465.91,1415.0,417.1,486.3,458.6
214.5,465.91,1424.5,431.5,471.2,481.9
214.5,465.92,1430.1,455.6,482.7,462.0
214.5,465.92,1502.4,470.7,483.7,500.1
214.5,465.92,1507.0,476.9,495.8,486.7
214.5,465.92,1543.3,501.8,483.8,512.0
214.5,465.93,1575.3,516.0,504.7,503.3
214.5,465.93,1640.0,490.9,531.1,562.0
214.5,465.94,1642.9,557.4,513.6,526.7
214.5,465.94,1675.7,514.9,534.8,580.5
214.5,465.94,1694.5,540.8,556.2,567.3
214.5,465.94,1728.7,549.3,559.2,558.3
214.51,465.95,1735.6,551.8,546.8,573.4
214.51,465.95,1793.0,564.3,537.2,603.8
214.51,465.96,1776.3,571.1,590.2,567.5
214.51,465.96,1844.1,607.0,597.1,581.6
214.51,465.97,1844.4,568.9,591.6,630.4
214.51,465.97,1866.8,603.2,585.5,614.7
214.51,465.97,1867.5,600.3,595.5,621.8
214.51,465.97,1971.3,655.4,613.7,637.8
214.51,465.97,1968.1,634.1,654.9,619.3
214.51,465.97,1967.2,627.3,671.5,599.2
214.51,465.98,1951.1,646.4,631.9,630.4
214.52,465.98,1995.9,655.6,654.4,624.2
214.52,465.98,2008.6,599.5,632.2,711.9
214.52,465.98,2028.1,672.2,629.9,654.4
214.52,465.98,2019.6,630.0,648.6,681.1
214.52,465.99,2028.7,642.4,675.3,654.4
214.52,465.99,2032.1,675.0,655.1,629.3
214.52,466.0,2082.7,698.1,668.5,647.7
214.52,466.0,2073.3,647.2,669.3,678.9
214.52,466.0,2137.8,673.5,697.7,695.4
214.52,466.0,2162.5,697.6,713.9,670.8
214.52,466.0,2159.2,709.4,711.3,680.0
214.52,466.0,2177.2,694.2,706.5,701.0
214.52,466.0,2188.2,723.0,706.2,686.1
214.52,466.0,2213.8,740.2,690.7,697.9
214.52,466.01,2215.7,773.0,706.8,663.6
214.52,466.01,2254.2,741.8,721.1,701.1
214.52,466.01,2242.1,714.2,719.7,735.1
214.52,466.02,2260.6,719.3,737.6,722.1
214.52,466.02,2248.5,716.3,738.4,722.0
214.53,466.02,2261.5,748.1,687.9,745.2
214.53,466.03,2249.6,755.3,731.2,687.1
214.53,466.03,2273.2,690.7,774.1,741.8
214.53,466.03,2301.1,736.0,781.9,707.8
214.53,466.03,2315.2,742.7,729.5,779.6
214.53,466.04,2337.5,747.0,755.8,732.8
214.53,466.04,2342.5,771.6,757.2,753.5
214.53,466.04,2355.7,742.9,748.6,788.3
214.53,466.05,2358.5,739.3,811.1,734.0
214.53,466.05,2377.6,764.7,802.2,732.3
214.53,466.05,2414.6,805.5,758.2,779.0
214.53,466.05,2441.9,804.3,770.2,786.7
214.53,466.06,2443.5,753.2,814.9,801.6
214.53,466.06,2456.1,762.9,793.9,813.2
214.53,466.06,2486.3,776.2,847.5,781.4
214.53,466.06,2566.2,810.0,868.3,805.8
214.53,466.07,2580.7,780.6,853.2,854.2
214.54,466.07,2588.0,825.0,872.1,813.8
214.54,466.07,2640.9,829.0,924.8,797.5
214.54,466.07,2658.3,907.2,833.4,810.3
214.54,466.08,2677.7,853.1,858.2,865.0
214.54,466.08,2695.0,887.3,834.6,879.5
214.54,466.1,2701.2,877.4,867.2,874.8
214.54,466.1,2723.6,883.2,884.9,873.4
214.54,466.1,2730.1,993.3,851.5,786.8
214.54,466.1,2777.2,879.0,910.9,885.6
214.54,466.1,2759.4,949.1,896.6,836.5
214.54,466.1,2783.8,864.9,895.4,924.2
214.54,466.11,2816.2,923.9,891.2,905.2
214.54,466.12,2841.0,845.1,934.2,975.2
214.54,466.12,2949.7,937.3,949.9,955.4
214.55,466.13,3049.2,1012.5,936.7,1004.1
214.55,466.13,3112.9,1021.2,1014.5,953.5
214.55,466.14,3282.4,1053.2,1048.5,1054.9
214.55,466.15,3255.7,1079.4,1017.9,1056.3
214.55,466.15,3298.3,1090.1,1061.0,1030.4
214.55,466.15,3291.5,1023.5,1069.3,1104.9
214.55,466.15,1094.4,354.0,350.8,359.3
214.55,466.15,1172.6,369.5,359.5,400.2
214.55,466.16,1188.3,374.5,385.7,389.9
214.55,466.16,1196.7,369.7,378.5,405.7
214.55,466.17,1308.9,420.9,436.2,410.5
214.55,466.17,1320.6,419.6,441.8,414.6
214.55,466.17,1342.3,434.5,425.0,447.8
214.55,466.18,1363.1,417.8,458.0,448.2
214.55,466.18,1377.8,465.1,431.4,435.8
214.55,466.18,1424.0,448.5,458.8,473.9
214.55,466.18,1505.7,483.4,493.0,475.3
214.55,466.18,1521.1,474.7,491.6,493.0
214.55,466.18,1569.1,495.7,497.6,517.8
214.55,466.19,1576.7,540.7,488.4,497.0
214.55,466.2,1603.8,502.5,557.4,497.1
214.56,466.2,1610.7,494.7,546.9,516.3
214.56,466.2,1614.7,541.0,527.5,500.8
214.56,466.2,1637.4,510.8,551.3,518.5
214.56,466.2,1620.8,546.5,532.2,506.1
214.56,466.2,1646.3,513.6,546.2,528.7
214.56,466.2,1664.3,516.3,520.3,554.8
214.56,466.2,1663.2,522.8,523.1,555.5
214.56,466.2,1675.0,569.8,548.6,503.5
214.56,466.2,1703.2,592.9,532.5,510.7
214.56,466.21,1679.7,542.9,532.2,559.1
214.57,466.21,1752.4,578.3,545.0,566.0
214.57,466.21,1759.3,554.0,552.2,588.9
214.57,466.21,1756.8,571.9,575.7,556.4
214.57,466.22,1766.9,584.7,572.0,545.7
214.57,466.22,1772.2,566.8,554.6,592.2
214.57,466.22,1806.1,575.8,599.5,559.2
214.57,466.22,1799.9,538.9,600.9,606.9
214.57,466.22,1819.5,588.1,595.2,568.0
214.57,466.23,1820.1,547.6,589.0,631.9
214.57,466.23,1828.4,581.3,616.2,581.7
214.57,466.24,1848.1,596.8,603.6,580.7
214.57,466.24,1840.4,586.0,615.1,578.8
214.57,466.24,1841.2,597.1,595.1,590.8
214.58,466.24,1834.5,617.6,593.7,586.6
214.58,466.24,1873.9,622.2,605.0,577.3
214.58,466.24,1861.0,626.5,601.0,590.5
214.58,466.25,1881.1,618.0,643.3,570.1
214.58,466.26,1909.9,619.1,624.8,586.9
214.58,466.26,1907.9,607.2,615.7,623.7
214.58,466.26,1891.4,650.9,595.6,574.2
214.58,466.26,1913.0,591.7,641.3,611.0
214.58,466.27,1921.5,600.3,617.3,627.7
214.58,466.27,1929.1,629.7,646.7,591.9
214.58,466.27,1921.6,574.5,632.1,658.3
214.58,466.28,1929.1,621.8,623.2,613.4
214.58,466.28,1923.5,625.6,614.8,632.3
214.58,466.28,1928.5,613.4,614.1,642.1
214.59,466.28,1936.7,632.5,595.4,643.1
214.59,466.28,1944.9,622.5,629.1,614.7
214.59,466.28,1930.8,675.4,605.2,591.3
214.59,466.29,1952.5,621.6,648.6,602.2
214.59,466.29,1968.9,640.4,627.8,626.7
214.59,466.3,1975.0,645.0,637.7,618.7
214.59,466.3,1996.7,631.3,660.8,612.3
214.59,466.3,2014.5,607.9,653.6,650.2
214.59,466.3,2002.6,626.8,625.7,678.6
214.59,466.3,2003.4,702.5,624.7,620.4
214.59,466.3,2021.8,711.3,635.5,613.2
214.59,466.3,2022.9,639.6,647.6,655.2
214.59,466.31,2018.8,661.3,670.1,629.0
214.59,466.31,2011.3,632.7,656.9,666.5
214.59,466.32,2011.4,653.2,647.3,671.0
214.59,466.32,2049.6,680.2,655.1,637.3
214.59,466.32,2066.5,702.4,655.5,642.5
214.6,466.33,2106.0,700.7,683.0,661.9
214.6,466.33,2112.6,686.3,679.0,678.8
214.6,466.33,2102.0,679.8,671.8,678.7
214.6,466.33,2128.6,680.1,700.9,665.7
214.6,466.34,2131.0,680.8,702.1,682.1
214.6,466.34,2133.2,684.4,701.7,683.5
214.6,466.34,2138.1,700.1,692.5,672.2
214.6,466.34,2151.6,673.6,724.0,675.0
214.6,466.34,2157.8,668.9,712.0,715.4
214.6,466.34,2176.8,731.2,700.8,671.0
214.6,466.34,2176.0,704.0,716.8,682.1
214.6,466.35,2169.1,702.9,698.0,701.4
214.6,466.36,2188.1,712.8,693.8,708.5
214.6,466.36,2181.7,689.9,698.4,723.4
214.6,466.36,2206.3,720.0,690.5,717.8
214.6,466.37,2207.0,728.0,721.3,685.8
214.6,466.37,2234.5,704.8,721.9,721.8
214.6,466.37,2250.7,715.7,738.1,709.1
214.6,466.37,2237.4,731.0,734.4,703.8
214.6,466.37,2241.2,703.4,727.2,727.0
214.6,466.37,2250.4,768.7,709.5,689.7
214.6,466.38,2261.4,716.3,726.6,742.4
214.6,466.38,2271.6,724.9,714.6,736.1
214.61,466.38,2257.8,751.4,692.5,745.3
214.61,466.39,2277.5,695.5,745.0,753.7
214.61,466.39,2287.2,715.1,731.1,752.1
214.61,466.39,2273.7,753.7,761.0,696.5
214.61,466.39,2289.8,770.0,744.4,694.6
214.61,466.39,2299.8,718.0,782.4,730.6
214.61,466.4,2321.0,793.0,759.7,704.0
214.61,466.4,2327.0,759.3,777.6,716.8
214.61,466.4,2335.2,740.2,763.9,747.2
214.61,466.4,2338.4,737.2,766.0,766.1
214.61,466.4,2348.9,782.4,741.7,741.4
214.62,466.4,2344.6,737.5,739.8,790.7
214.62,466.41,2368.1,744.4,762.9,775.3
214.62,466.41,2364.3,795.6,794.4,702.2
214.62,466.42,2370.5,795.6,746.4,756.3
214.62,466.42,2382.2,763.5,739.3,801.5
214.62,466.42,2411.0,818.6,738.1,769.2
214.62,466.42,2418.0,783.3,791.4,764.8
214.63,466.42,2429.4,811.6,789.7,739.3
214.63,466.43,2417.5,774.7,789.0,779.2
214.63,466.45,2428.7,702.1,785.3,846.2
214.63,466.45,2420.6,747.3,800.7,791.4
214.63,466.46,2425.3,754.7,790.3,811.7
214.63,466.46,2426.1,843.2,759.4,741.7
214.63,466.47,2473.1,817.9,808.7,768.1
214.63,466.47,2486.2,794.8,809.1,803.4
214.63,466.47,2558.7,766.8,802.1,897.8
214.63,466.48,2646.0,846.3,879.2,823.6
214.63,466.48,2628.2,827.4,856.7,854.3
214.63,466.49,2633.6,833.2,895.7,823.5
214.63,466.49,2658.5,852.9,860.7,850.1
214.63,466.49,2640.9,803.6,827.1,925.6
214.63,466.49,2665.0,822.0,852.4,897.2
214.63,466.5,2658.0,821.5,896.9,869.9
214.64,466.5,2688.5,882.7,842.1,845.1
214.64,466.5,2688.1,868.7,868.5,858.5
214.64,466.5,2697.0,858.3,864.5,916.4
214.64,466.5,2728.3,887.7,881.7,866.0
214.64,466.51,2737.3,938.2,877.3,819.5
214.64,466.51,2766.2,846.1,916.7,912.2
214.64,466.51,2808.9,838.8,930.3,941.7
214.64,466.51,2827.4,917.8,883.3,904.0
214.64,466.52,2817.9,876.0,886.9,950.4
214.64,466.53,2805.4,886.0,884.5,961.6
214.64,466.53,2810.2,887.6,929.8,905.3
214.64,466.53,2847.0,950.0,931.1,895.0
214.65,466.54,2934.4,959.5,933.1,947.1
214.65,466.54,2929.8,911.3,975.9,930.8
214.65,466.54,2947.5,956.2,928.1,951.3
214.65,466.55,2933.0,946.5,975.5,932.2
214.65,466.55,2948.0,931.8,945.7,973.9
214.65,466.56,2961.4,923.2,1018.2,915.8
214.65,466.56,2938.6,970.2,933.2,936.6
214.65,466.57,2952.3,948.7,929.3,969.8
214.65,466.57,2964.6,997.8,907.8,967.6
214.66,466.57,2986.0,960.1,957.4,986.0
214.66,466.57,3022.4,990.8,988.9,951.1
214.66,466.57,3032.1,980.3,1018.7,934.8
214.66,466.58,3071.1,877.9,1029.5,1037.5
214.66,466.58,3079.1,996.9,971.9,1010.9
214.66,466.59,3068.0,1012.3,1007.7,958.9
214.66,466.59,3065.1,975.1,1008.9,984.7
214.66,466.59,3160.7,999.6,1045.2,1019.6
214.66,466.59,3202.6,1016.1,1015.7,1063.5
214.66,466.59,3185.9,1021.2,1027.8,1045.9
214.66,466.59,3258.8,1081.7,1054.4,1017.5
214.67,466.6,3274.5,1067.3,1061.9,1041.9
214.67,466.6,3277.7,1063.1,1078.4,1033.0
214.67,466.6,3291.4,1044.8,1058.6,1075.9
214.67,466.6,3293.6,1085.0,1034.5,1066.5
214.67,466.6,3303.7,1011.3,1024.6,1137.8
214.67,466.6,3296.8,1011.9,1116.6,1065.5
214.67,466.6,3286.1,1051.8,1044.2,1061.0
214.67,466.6,3312.2,1118.2,1032.5,1048.9
214.67,466.6,3316.3,987.5,1109.9,1112.9
214.67,466.6,3346.0,1121.3,1062.6,1057.6
214.67,466.6,3350.9,1093.2,1045.9,1113.7
214.67,466.61,3345.1,1058.1,1099.2,1089.5
214.67,466.61,3391.2,1033.1,1115.5,1125.1
214.67,466.62,3396.8,1100.6,1116.9,1082.5
214.67,466.62,3478.2,1141.2,1113.9,1104.5
214.67,466.62,3479.0,1159.3,1104.7,1088.2
214.67,466.62,3549.5,1101.5,1156.5,1168.5
214.68,466.62,3546.3,1108.9,1142.8,1168.2
214.68,466.63,3547.6,1150.9,1111.2,1157.5
214.68,466.63,3571.4,1184.0,1124.8,1147.0
214.68,466.63,3666.5,1167.0,1229.2,1145.2
214.68,466.63,3669.4,1149.6,1235.4,1155.9
214.68,466.64,3666.7,1200.4,1191.9,1162.2
214.68,466.65,3779.8,1210.7,1156.1,1287.5
214.68,466.65,4069.8,1328.1,1323.5,1288.2
214.68,466.66,4098.2,1343.7,1298.6,1327.3
214.68,466.66,4400.3,1449.1,1403.7,1410.4
214.68,466.66,4397.8,1355.0,1425.5,1488.3
214.68,466.66,4464.8,1450.5,1425.3,1439.1
214.68,466.67,7801.0,2569.0,2606.5,2384.7
214.69,466.67,8013.8,2570.4,2601.3,2539.0
214.69,466.67,8623.0,2748.5,2830.0,2766.2
214.69,466.67,9246.8,2884.4,2976.1,3076.6
214.69,466.67,9307.2,2858.3,3063.7,3055.2
214.69,466.68,9465.1,3116.9,3024.9,2981.5
214.69,466.69,10288.8,3139.0,3435.9,3372.4
214.69,466.69,10410.1,3196.8,3524.6,3399.2
214.69,466.69,10474.3,3278.7,3288.6,3521.9
214.69,466.69,11386.8,3738.4,3594.0,3687.1
214.69,466.69,11404.0,3723.6,3849.4,3478.8
214.69,466.69,11464.7,3611.0,3729.3,3802.4
214.7,466.7,11558.2,3760.1,3605.5,3755.3
214.7,466.7,11860.0,3878.7,3816.3,3746.6
214.7,466.7,11923.0,3865.2,3751.8,3928.0
214.7,466.7,12168.8,4102.8,4029.5,3645.4
214.7,466.7,12875.2,4152.6,4094.0,4188.6
214.7,466.7,13368.1,3971.5,4387.8,4520.1
214.7,466.7,13365.4,4220.7,4441.6,4237.0
214.7,466.71,16500.2,5175.1,5454.3,5408.8
214.7,466.71,16494.3,5101.0,5344.4,5441.0
214.7,466.71,16503.7,5194.7,5238.6,5545.0
214.7,466.71,16501.3,5105.4,5240.2,5622.6
214.7,466.72,16508.9,5159.1,5532.7,5354.4
214.7,466.72,16939.5,5289.6,5515.5,5480.4
214.7,466.72,15291.1,4810.7,4853.2,5081.6
